Llave;Rut cliente;Rut deudor;N° doc.;Tipo doc.;Fecha_pago;Fecha_prórroga
77.745.149-9-76.769.420-2-160-BF;77.745.149-9;76.769.420-2;160;BF;01/01/1900;01/01/1900
96.885.910-2-77.486.702-3-18-BF;96.885.910-2;77.486.702-3;18;BF;01/01/1900;01/01/1900
77.758.703-K-76.090.243-8-619-BF;77.758.703-K;76.090.243-8;619;BF;01/01/1900;01/01/1900
77.745.149-9-99.586.830-K-229-BF;77.745.149-9;99.586.830-K;229;BF;01/01/1900;01/01/1900
77.759.986-0-76.188.578-2-717-BF;77.759.986-0;76.188.578-2;717;BF;30/01/2025;01/01/1900
77.078.244-9-60.503.000-9-162-BP;77.078.244-9;60.503.000-9;162;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-161-BP;77.078.244-9;60.503.000-9;161;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-160-BP;77.078.244-9;60.503.000-9;160;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-132-BP;77.078.244-9;60.503.000-9;132;BP;01/01/1900;01/01/1900
77.032.854-3-76.349.975-8-148-BF;77.032.854-3;76.349.975-8;148;BF;01/01/1900;01/01/1900
77.032.854-3-76.349.975-8-101-BF;77.032.854-3;76.349.975-8;101;BF;01/01/1900;01/01/1900
77.078.244-9-76.357.700-7-1999-BP;77.078.244-9;76.357.700-7;1999;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-129-BP;77.078.244-9;60.503.000-9;129;BP;01/01/1900;01/01/1900
77.857.775-5-77.722.823-4-6812-BF;77.857.775-5;77.722.823-4;6812;BF;01/01/1900;01/01/1900
77.032.854-3-76.349.975-8-187-BF;77.032.854-3;76.349.975-8;187;BF;01/01/1900;01/01/1900
77.470.855-3-76.026.794-5-461-BF;77.470.855-3;76.026.794-5;461;BF;01/01/1900;01/01/1900
77.078.244-9-96.789.520-2-239313-BP;77.078.244-9;96.789.520-2;239313;BP;01/01/1900;01/01/1900
77.685.548-0-78.986.740-2-1972-BF;77.685.548-0;78.986.740-2;1972;BF;01/01/1900;01/01/1900
77.912.436-3-99.510.510-1-46-BF;77.912.436-3;99.510.510-1;46;BF;01/01/1900;01/01/1900
77.759.986-0-96.522.950-7-547525-BF;77.759.986-0;96.522.950-7;547525;BF;01/01/1900;01/01/1900
77.759.986-0-96.522.950-7-547027-BF;77.759.986-0;96.522.950-7;547027;BF;01/01/1900;01/01/1900
77.759.986-0-96.522.950-7-547169-BF;77.759.986-0;96.522.950-7;547169;BF;01/01/1900;01/01/1900
77.460.259-3-79.872.420-7-158-BF;77.460.259-3;79.872.420-7;158;BF;01/01/1900;01/01/1900
76.908.554-8-76.011.083-3-572-BF;76.908.554-8;76.011.083-3;572;BF;31/01/2025;01/01/1900
77.759.986-0-96.522.950-7-547167-BF;77.759.986-0;96.522.950-7;547167;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1312-BF;76.477.252-0;91.489.000-4;1312;BF;01/01/1900;01/01/1900
77.857.775-5-96.545.040-8-4651-BE;77.857.775-5;96.545.040-8;4651;BE;01/01/1900;01/01/1900
77.460.259-3-76.657.859-4-2968-BE;77.460.259-3;76.657.859-4;2968;BE;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-9285-BF;77.745.149-9;77.337.806-1;9285;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1313-BF;76.477.252-0;91.489.000-4;1313;BF;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-10088-BF;77.745.149-9;77.337.806-1;10088;BF;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-9279-BF;77.745.149-9;77.337.806-1;9279;BF;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-9583-BF;77.745.149-9;77.337.806-1;9583;BF;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-9582-BF;77.745.149-9;77.337.806-1;9582;BF;01/01/1900;01/01/1900
77.078.244-9-79.633.220-4-1279-BP;77.078.244-9;79.633.220-4;1279;BP;31/01/2025;01/01/1900
77.078.244-9-79.633.220-4-1278-BP;77.078.244-9;79.633.220-4;1278;BP;31/01/2025;01/01/1900
77.078.244-9-79.633.220-4-1277-BP;77.078.244-9;79.633.220-4;1277;BP;31/01/2025;01/01/1900
77.745.149-9-77.337.806-1-9284-BF;77.745.149-9;77.337.806-1;9284;BF;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-9584-BF;77.745.149-9;77.337.806-1;9584;BF;01/01/1900;01/01/1900
77.745.149-9-77.337.806-1-9282-BF;77.745.149-9;77.337.806-1;9282;BF;01/01/1900;01/01/1900
77.685.548-0-77.634.736-1-211-BE;77.685.548-0;77.634.736-1;211;BE;01/01/1900;01/01/1900
77.078.244-9-90.703.000-8-509-BP;77.078.244-9;90.703.000-8;509;BP;01/01/1900;01/01/1900
77.759.986-0-76.270.229-0-42-BF;77.759.986-0;76.270.229-0;42;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1309-BF;76.477.252-0;91.489.000-4;1309;BF;01/01/1900;01/01/1900
76.908.554-8-76.727.730-K-1306-BF;76.908.554-8;76.727.730-K;1306;BF;01/01/1900;01/01/1900
76.908.554-8-77.069.310-1-805-BF;76.908.554-8;77.069.310-1;805;BF;01/01/1900;01/01/1900
76.908.554-8-77.069.310-1-793-BF;76.908.554-8;77.069.310-1;793;BF;01/01/1900;01/01/1900
76.908.554-8-96.528.140-1-1196-BF;76.908.554-8;96.528.140-1;1196;BF;01/01/1900;01/01/1900
77.745.149-9-76.145.047-6-497-BF;77.745.149-9;76.145.047-6;497;BF;01/01/1900;01/01/1900
77.032.854-3-84.348.700-9-34380-BF;77.032.854-3;84.348.700-9;34380;BF;01/01/1900;01/01/1900
77.084.276-K-77.084.276-K-1014114-GC;77.084.276-K;77.084.276-K;1014114;GC;31/01/2025;01/01/1900
77.032.854-3-76.961.000-6-592-BF;77.032.854-3;76.961.000-6;592;BF;01/01/1900;01/01/1900
77.759.986-0-76.244.049-0-2098-BF;77.759.986-0;76.244.049-0;2098;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2532-BF;77.023.321-6;88.680.500-4;2532;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2521-BF;77.023.321-6;88.680.500-4;2521;BF;01/01/1900;01/01/1900
77.857.775-5-76.364.688-2-263-BF;77.857.775-5;76.364.688-2;263;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71125-BF;77.470.855-3;76.411.321-7;71125;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2535-BF;77.023.321-6;88.680.500-4;2535;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2523-BF;77.023.321-6;88.680.500-4;2523;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2536-BF;77.023.321-6;88.680.500-4;2536;BF;01/01/1900;01/01/1900
77.023.321-6-99.532.160-2-365-BF;77.023.321-6;99.532.160-2;365;BF;01/01/1900;01/01/1900
77.032.854-3-81.201.000-K-3616-BF;77.032.854-3;81.201.000-K;3616;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-2458-BF;77.023.321-6;78.408.440-K;2458;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-2457-BF;77.023.321-6;78.408.440-K;2457;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2531-BF;77.023.321-6;88.680.500-4;2531;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2526-BF;77.023.321-6;88.680.500-4;2526;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2524-BF;77.023.321-6;88.680.500-4;2524;BF;01/01/1900;01/01/1900
76.908.554-8-76.568.660-1-47193-BF;76.908.554-8;76.568.660-1;47193;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71126-BF;77.470.855-3;76.411.321-7;71126;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2534-BF;77.023.321-6;88.680.500-4;2534;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2527-BF;77.023.321-6;88.680.500-4;2527;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2525-BF;77.023.321-6;88.680.500-4;2525;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2522-BF;77.023.321-6;88.680.500-4;2522;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2529-BF;77.023.321-6;88.680.500-4;2529;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71124-BF;77.470.855-3;76.411.321-7;71124;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-1055-BF;77.023.321-6;78.408.440-K;1055;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2530-BF;77.023.321-6;88.680.500-4;2530;BF;01/01/1900;01/01/1900
77.023.321-6-88.680.500-4-2533-BF;77.023.321-6;88.680.500-4;2533;BF;01/01/1900;01/01/1900
77.023.321-6-96.512.650-3-43-BF;77.023.321-6;96.512.650-3;43;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-2459-BF;77.023.321-6;78.408.440-K;2459;BF;01/01/1900;01/01/1900
77.032.854-3-76.529.300-6-2350-BF;77.032.854-3;76.529.300-6;2350;BF;01/01/1900;01/01/1900
77.032.854-3-76.529.300-6-2349-BF;77.032.854-3;76.529.300-6;2349;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71119-BF;77.470.855-3;76.411.321-7;71119;BF;01/01/1900;01/01/1900
77.460.259-3-77.015.053-1-1983-BF;77.460.259-3;77.015.053-1;1983;BF;01/01/1900;01/01/1900
77.023.321-6-85.241.400-6-106-BF;77.023.321-6;85.241.400-6;106;BF;01/01/1900;01/01/1900
77.023.321-6-99.532.160-2-364-BF;77.023.321-6;99.532.160-2;364;BF;01/01/1900;01/01/1900
77.023.321-6-85.241.400-6-108-BF;77.023.321-6;85.241.400-6;108;BF;01/01/1900;01/01/1900
77.084.276-K-96.588.400-9-614-BF;77.084.276-K;96.588.400-9;614;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-1047-BF;77.023.321-6;78.408.440-K;1047;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-1045-BF;77.023.321-6;78.408.440-K;1045;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71122-BF;77.470.855-3;76.411.321-7;71122;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71128-BF;77.470.855-3;76.411.321-7;71128;BF;01/01/1900;01/01/1900
76.908.554-8-76.525.290-3-13848-BF;76.908.554-8;76.525.290-3;13848;BF;01/01/1900;01/01/1900
77.857.775-5-96.575.280-3-7090-BF;77.857.775-5;96.575.280-3;7090;BF;01/01/1900;01/01/1900
77.023.321-6-78.483.600-2-1050-BF;77.023.321-6;78.483.600-2;1050;BF;01/01/1900;01/01/1900
77.023.321-6-99.532.160-2-367-BF;77.023.321-6;99.532.160-2;367;BF;01/01/1900;01/01/1900
76.908.554-8-76.568.660-1-47194-BF;76.908.554-8;76.568.660-1;47194;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71120-BF;77.470.855-3;76.411.321-7;71120;BF;01/01/1900;01/01/1900
77.857.775-5-96.575.280-3-7089-BF;77.857.775-5;96.575.280-3;7089;BF;01/01/1900;01/01/1900
77.857.775-5-96.575.280-3-7088-BF;77.857.775-5;96.575.280-3;7088;BF;01/01/1900;01/01/1900
77.023.321-6-81.185.000-4-439-BF;77.023.321-6;81.185.000-4;439;BF;01/01/1900;01/01/1900
77.759.986-0-70.729.100-1-547919-BF;77.759.986-0;70.729.100-1;547919;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71123-BF;77.470.855-3;76.411.321-7;71123;BF;01/01/1900;01/01/1900
77.023.321-6-99.532.160-2-366-BF;77.023.321-6;99.532.160-2;366;BF;01/01/1900;01/01/1900
76.908.554-8-76.525.290-3-13883-BF;76.908.554-8;76.525.290-3;13883;BF;01/01/1900;01/01/1900
76.908.554-8-76.357.700-7-43-BF;76.908.554-8;76.357.700-7;43;BF;01/01/1900;01/01/1900
77.023.321-6-99.532.160-2-369-BF;77.023.321-6;99.532.160-2;369;BF;01/01/1900;01/01/1900
77.745.149-9-80.326.500-3-329-BF;77.745.149-9;80.326.500-3;329;BF;01/01/1900;01/01/1900
77.460.259-3-77.015.053-1-1980-BF;77.460.259-3;77.015.053-1;1980;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1316-BF;76.477.252-0;91.489.000-4;1316;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1321-BF;76.477.252-0;91.489.000-4;1321;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1320-BF;76.477.252-0;91.489.000-4;1320;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1318-BF;76.477.252-0;91.489.000-4;1318;BF;01/01/1900;01/01/1900
77.023.321-6-78.483.600-2-1054-BF;77.023.321-6;78.483.600-2;1054;BF;01/01/1900;01/01/1900
77.023.321-6-78.483.600-2-1053-BF;77.023.321-6;78.483.600-2;1053;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71121-BF;77.470.855-3;76.411.321-7;71121;BF;01/01/1900;01/01/1900
77.759.986-0-76.083.093-3-547917-BF;77.759.986-0;76.083.093-3;547917;BF;01/01/1900;01/01/1900
77.934.012-0-96.872.930-6-993-BF;77.934.012-0;96.872.930-6;993;BF;01/01/1900;01/01/1900
76.477.252-0-91.489.000-4-1319-BF;76.477.252-0;91.489.000-4;1319;BF;01/01/1900;01/01/1900
77.912.436-3-76.156.521-4-1065-BF;77.912.436-3;76.156.521-4;1065;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71129-BF;77.470.855-3;76.411.321-7;71129;BF;01/01/1900;01/01/1900
77.470.855-3-97.036.000-K-397-BF;77.470.855-3;97.036.000-K;397;BF;01/01/1900;01/01/1900
77.894.893-1-59.301.810-5-1363-BF;77.894.893-1;59.301.810-5;1363;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-1049-BF;77.023.321-6;78.408.440-K;1049;BF;01/01/1900;01/01/1900
77.685.548-0-76.265.705-8-725-BF;77.685.548-0;76.265.705-8;725;BF;01/01/1900;01/01/1900
77.934.012-0-96.872.930-6-992-BF;77.934.012-0;96.872.930-6;992;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71141-BF;77.470.855-3;76.411.321-7;71141;BF;01/01/1900;01/01/1900
77.857.775-5-96.938.200-8-529-BF;77.857.775-5;96.938.200-8;529;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71132-BF;77.470.855-3;76.411.321-7;71132;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71127-BF;77.470.855-3;76.411.321-7;71127;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71133-BF;77.470.855-3;76.411.321-7;71133;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71131-BF;77.470.855-3;76.411.321-7;71131;BF;01/01/1900;01/01/1900
77.470.855-3-76.411.321-7-71130-BF;77.470.855-3;76.411.321-7;71130;BF;01/01/1900;01/01/1900
77.894.893-1-59.301.810-5-1360-BF;77.894.893-1;59.301.810-5;1360;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-1052-BF;77.023.321-6;78.408.440-K;1052;BF;01/01/1900;01/01/1900
77.023.321-6-78.408.440-K-1048-BF;77.023.321-6;78.408.440-K;1048;BF;01/01/1900;01/01/1900
77.745.149-9-80.326.500-3-328-BF;77.745.149-9;80.326.500-3;328;BF;01/01/1900;01/01/1900
77.769.485-5-77.062.080-5-352-BF;77.769.485-5;77.062.080-5;352;BF;01/01/1900;01/01/1900
76.908.554-8-91.489.000-4-404-BF;76.908.554-8;91.489.000-4;404;BF;01/01/1900;01/01/1900
77.857.775-5-62.000.820-6-1038-BF;77.857.775-5;62.000.820-6;1038;BF;01/01/1900;01/01/1900
77.846.366-0-79.528.420-6-93-BF;77.846.366-0;79.528.420-6;93;BF;01/01/1900;01/01/1900
77.759.986-0-76.100.388-7-567-BF;77.759.986-0;76.100.388-7;567;BF;01/01/1900;01/01/1900
77.084.276-K-96.561.560-1-1174-BF;77.084.276-K;96.561.560-1;1174;BF;01/01/1900;01/01/1900
77.084.276-K-96.561.560-1-1173-BF;77.084.276-K;96.561.560-1;1173;BF;01/01/1900;01/01/1900
77.023.321-6-76.418.918-3-943-BF;77.023.321-6;76.418.918-3;943;BF;17/01/2025;01/01/1900
77.023.321-6-76.418.918-3-940-BF;77.023.321-6;76.418.918-3;940;BF;17/01/2025;01/01/1900
77.023.321-6-76.418.918-3-938-BF;77.023.321-6;76.418.918-3;938;BF;17/01/2025;01/01/1900
77.023.321-6-76.418.918-3-941-BF;77.023.321-6;76.418.918-3;941;BF;17/01/2025;01/01/1900
77.934.012-0-76.092.970-0-148-BF;77.934.012-0;76.092.970-0;148;BF;01/01/1900;01/01/1900
77.460.259-3-96.609.040-5-2195-BF;77.460.259-3;96.609.040-5;2195;BF;01/01/1900;01/01/1900
77.460.259-3-96.609.040-5-2196-BF;77.460.259-3;96.609.040-5;2196;BF;01/01/1900;01/01/1900
77.023.321-6-76.418.918-3-939-BF;77.023.321-6;76.418.918-3;939;BF;17/01/2025;01/01/1900
77.183.764-6-76.625.089-0-457-BF;77.183.764-6;76.625.089-0;457;BF;01/01/1900;01/01/1900
77.023.321-6-76.418.918-3-944-BF;77.023.321-6;76.418.918-3;944;BF;17/01/2025;01/01/1900
77.557.865-3-61.999.320-9-50-BE;77.557.865-3;61.999.320-9;50;BE;01/01/1900;01/01/1900
77.023.321-6-76.034.238-6-115-BF;77.023.321-6;76.034.238-6;115;BF;17/01/2025;01/01/1900
77.183.764-6-76.625.089-0-105-BF;77.183.764-6;76.625.089-0;105;BF;01/01/1900;01/01/1900
77.023.321-6-76.034.238-6-114-BF;77.023.321-6;76.034.238-6;114;BF;17/01/2025;01/01/1900
77.078.244-9-76.568.660-1-3843-BP;77.078.244-9;76.568.660-1;3843;BP;01/01/1900;01/01/1900
77.078.244-9-76.610.230-1-1015-BP;77.078.244-9;76.610.230-1;1015;BP;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-504-BF;77.023.321-6;92.475.000-6;504;BF;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-505-BF;77.023.321-6;92.475.000-6;505;BF;01/01/1900;01/01/1900
77.078.244-9-76.568.660-1-3844-BP;77.078.244-9;76.568.660-1;3844;BP;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-511-BF;77.023.321-6;92.475.000-6;511;BF;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-507-BF;77.023.321-6;92.475.000-6;507;BF;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-512-BF;77.023.321-6;92.475.000-6;512;BF;01/01/1900;01/01/1900
77.078.244-9-96.756.430-3-71-BP;77.078.244-9;96.756.430-3;71;BP;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1847-BF;77.936.917-K;76.414.510-0;1847;BF;01/01/1900;01/01/1900
77.470.855-3-60.503.000-9-92-BF;77.470.855-3;60.503.000-9;92;BF;01/01/1900;01/01/1900
76.908.554-8-77.704.340-4-26352-BF;76.908.554-8;77.704.340-4;26352;BF;01/01/1900;01/01/1900
77.470.855-3-60.503.000-9-88-BF;77.470.855-3;60.503.000-9;88;BF;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-508-BF;77.023.321-6;92.475.000-6;508;BF;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-502-BF;77.023.321-6;92.475.000-6;502;BF;01/01/1900;01/01/1900
77.912.436-3-92.654.000-9-2140-BF;77.912.436-3;92.654.000-9;2140;BF;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-383-BP;77.078.244-9;84.716.400-K;383;BP;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1849-BF;77.936.917-K;76.414.510-0;1849;BF;01/01/1900;01/01/1900
77.078.244-9-79.853.470-K-13493-BP;77.078.244-9;79.853.470-K;13493;BP;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-510-BF;77.023.321-6;92.475.000-6;510;BF;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-81-BP;77.078.244-9;60.503.000-9;81;BP;01/01/1900;01/01/1900
76.908.554-8-77.704.340-4-26351-BF;76.908.554-8;77.704.340-4;26351;BF;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-509-BF;77.023.321-6;92.475.000-6;509;BF;01/01/1900;01/01/1900
77.936.917-K-86.968.900-9-829-BF;77.936.917-K;86.968.900-9;829;BF;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-1897-BP;77.078.244-9;84.716.400-K;1897;BP;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-506-BF;77.023.321-6;92.475.000-6;506;BF;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1854-BF;77.936.917-K;76.414.510-0;1854;BF;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1853-BF;77.936.917-K;76.414.510-0;1853;BF;01/01/1900;01/01/1900
77.912.436-3-92.654.000-9-2137-BF;77.912.436-3;92.654.000-9;2137;BF;01/01/1900;01/01/1900
77.078.244-9-81.201.000-K-1501-BP;77.078.244-9;81.201.000-K;1501;BP;01/01/1900;01/01/1900
77.023.321-6-81.201.000-K-1706-BF;77.023.321-6;81.201.000-K;1706;BF;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-80-BP;77.078.244-9;60.503.000-9;80;BP;01/01/1900;01/01/1900
77.078.244-9-79.872.420-7-389-BP;77.078.244-9;79.872.420-7;389;BP;01/01/1900;01/01/1900
77.078.244-9-76.175.835-7-772-BP;77.078.244-9;76.175.835-7;772;BP;01/01/1900;01/01/1900
77.078.244-9-96.756.430-3-72-BP;77.078.244-9;96.756.430-3;72;BP;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-356-BP;77.078.244-9;84.716.400-K;356;BP;01/01/1900;01/01/1900
77.078.244-9-79.872.420-7-146-BP;77.078.244-9;79.872.420-7;146;BP;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-365-BP;77.078.244-9;84.716.400-K;365;BP;01/01/1900;01/01/1900
77.078.244-9-96.701.340-4-16029-BP;77.078.244-9;96.701.340-4;16029;BP;01/01/1900;01/01/1900
77.023.321-6-92.475.000-6-503-BF;77.023.321-6;92.475.000-6;503;BF;01/01/1900;01/01/1900
77.078.244-9-88.680.500-4-896-BP;77.078.244-9;88.680.500-4;896;BP;01/01/1900;01/01/1900
77.912.436-3-92.654.000-9-2139-BF;77.912.436-3;92.654.000-9;2139;BF;01/01/1900;01/01/1900
77.078.244-9-96.756.430-3-73-BP;77.078.244-9;96.756.430-3;73;BP;01/01/1900;01/01/1900
77.936.917-K-76.329.072-7-2497-BF;77.936.917-K;76.329.072-7;2497;BF;01/01/1900;01/01/1900
77.936.917-K-76.329.072-7-2495-BF;77.936.917-K;76.329.072-7;2495;BF;01/01/1900;01/01/1900
77.023.321-6-81.201.000-K-1710-BF;77.023.321-6;81.201.000-K;1710;BF;01/01/1900;01/01/1900
77.023.321-6-81.201.000-K-1703-BF;77.023.321-6;81.201.000-K;1703;BF;01/01/1900;01/01/1900
77.678.779-5-76.118.094-0-272-BF;77.678.779-5;76.118.094-0;272;BF;01/01/1900;01/01/1900
77.470.855-3-60.503.000-9-91-BF;77.470.855-3;60.503.000-9;91;BF;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-149-BP;77.078.244-9;60.503.000-9;149;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-148-BP;77.078.244-9;60.503.000-9;148;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-146-BP;77.078.244-9;60.503.000-9;146;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-78-BP;77.078.244-9;60.503.000-9;78;BP;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1852-BF;77.936.917-K;76.414.510-0;1852;BF;01/01/1900;01/01/1900
77.023.321-6-81.201.000-K-1708-BF;77.023.321-6;81.201.000-K;1708;BF;01/01/1900;01/01/1900
77.912.436-3-92.654.000-9-2138-BF;77.912.436-3;92.654.000-9;2138;BF;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-147-BP;77.078.244-9;60.503.000-9;147;BP;01/01/1900;01/01/1900
77.023.321-6-81.201.000-K-1711-BF;77.023.321-6;81.201.000-K;1711;BF;01/01/1900;01/01/1900
77.078.244-9-76.568.660-1-2263-BP;77.078.244-9;76.568.660-1;2263;BP;01/01/1900;01/01/1900
77.936.917-K-86.968.900-9-830-BF;77.936.917-K;86.968.900-9;830;BF;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1848-BF;77.936.917-K;76.414.510-0;1848;BF;01/01/1900;01/01/1900
77.078.244-9-81.271.100-8-39-BP;77.078.244-9;81.271.100-8;39;BP;01/01/1900;01/01/1900
77.460.259-3-76.414.510-0-730-BF;77.460.259-3;76.414.510-0;730;BF;01/01/1900;01/01/1900
77.078.244-9-76.175.835-7-774-BP;77.078.244-9;76.175.835-7;774;BP;01/01/1900;01/01/1900
77.078.244-9-86.247.400-7-392-BP;77.078.244-9;86.247.400-7;392;BP;01/01/1900;01/01/1900
77.023.321-6-81.201.000-K-1712-BF;77.023.321-6;81.201.000-K;1712;BF;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-354-BP;77.078.244-9;84.716.400-K;354;BP;01/01/1900;01/01/1900
77.078.244-9-76.610.230-1-8293-BP;77.078.244-9;76.610.230-1;8293;BP;01/01/1900;01/01/1900
77.470.855-3-60.503.000-9-90-BF;77.470.855-3;60.503.000-9;90;BF;01/01/1900;01/01/1900
77.470.855-3-76.117.696-K-3809-BF;77.470.855-3;76.117.696-K;3809;BF;01/01/1900;01/01/1900
77.912.436-3-93.899.000-K-1491-BF;77.912.436-3;93.899.000-K;1491;BF;01/01/1900;01/01/1900
76.908.554-8-76.177.621-5-5569-BF;76.908.554-8;76.177.621-5;5569;BF;01/01/1900;01/01/1900
77.078.244-9-76.175.835-7-773-BP;77.078.244-9;76.175.835-7;773;BP;01/01/1900;01/01/1900
77.078.244-9-60.503.000-9-75-BP;77.078.244-9;60.503.000-9;75;BP;01/01/1900;01/01/1900
77.078.244-9-79.872.420-7-388-BP;77.078.244-9;79.872.420-7;388;BP;01/01/1900;01/01/1900
77.078.244-9-86.247.400-7-503-BP;77.078.244-9;86.247.400-7;503;BP;01/01/1900;01/01/1900
77.023.321-6-76.189.625-3-942-BF;77.023.321-6;76.189.625-3;942;BF;01/01/1900;01/01/1900
77.078.244-9-81.201.000-K-1502-BP;77.078.244-9;81.201.000-K;1502;BP;01/01/1900;01/01/1900
77.470.855-3-78.408.990-8-183-BF;77.470.855-3;78.408.990-8;183;BF;01/01/1900;01/01/1900
77.936.917-K-83.568.200-5-868-BF;77.936.917-K;83.568.200-5;868;BF;01/01/1900;01/01/1900
77.078.244-9-89.664.200-6-6790-BP;77.078.244-9;89.664.200-6;6790;BP;01/01/1900;01/01/1900
77.912.436-3-93.899.000-K-1492-BF;77.912.436-3;93.899.000-K;1492;BF;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-139-BP;77.078.244-9;84.716.400-K;139;BP;01/01/1900;01/01/1900
77.936.917-K-76.414.510-0-1851-BF;77.936.917-K;76.414.510-0;1851;BF;01/01/1900;01/01/1900
76.908.554-8-78.335.990-1-26345-BF;76.908.554-8;78.335.990-1;26345;BF;01/01/1900;01/01/1900
77.078.244-9-84.716.400-K-597-BP;77.078.244-9;84.716.400-K;597;BP;01/01/1900;01/01/1900
